sentencas,nenhum,adm-publica,agricultura-pecuaria-pesca-extrativismo,arte-cultura-religiao,cidades-desenvolvimento-urbano,ciencia-tecnologia-inovacao,ciencias-exatas,ciencias-sociais,comunicacoes,defesa-seguranca,direito-civil,direito-constitucional,direito-consumidor,direito-justica,direito-penal,direitos-humanos-minorias,economia,educacao,energia-recursos-hidricos-minerais,esporte-lazer,estrutura-fundiaria,financas-publicas-orcamento,homenagens-datas-comemorativas,industria-comercio-servicos,meio-ambiente-desenvolvimento-sustentavel,politica-partidos-eleicoes,previdencia-assistencia-social,processo-legislativo-atuacao-parlamentar,relacoes-internacionais-comercio-exterior,saude,trabalho-emprego,turismo,viacao-transporte-mobilidade,impeachment,corrupção,serviço-público,reforma-política,eleição
"E o que nós temos visto - e a matéria ontem no Fantástico mostrou uma grande preocupação, nossa, já de algum tempo - é que a democracia e a alternância no poder parece que servem para os outros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"É um teto quase que limitado ou, como lembrava o Deputado Alessandro Molon, num gabarito de construção de  andares, e aí você estabelece que pode  andares, o que é uma aberração, é um absurdo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"É estranho que argumentos os mais diversos sejam elaborados para retirar comunidades originárias de seus locais de moradia, enquanto empresas continuam avançando sobre nosso meio ambiente, nossos bens naturais, nossas culturas e nossos modos de viver.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esse papel cai dentro da urna.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"É importante para dar, cada vez mais, oportunidade de renovação na política brasileira.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"em magistério nível médio, .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cortar Ministério seria um bom exemplo para mostrar que nós estamos cortando na própria pele e que ela quer ver, por sinal, findada essa crise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esse jornalismo é eficaz e de verdade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Obrigado.. sr Presidente, sr Deputadas e sr Deputados, quero fazer um comentário sobre o pronunciamento que fiz para este momento atual.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nós temos tido avanços, conquistando, por meio de muitas lutas, espaços que eram permitidos automaticamente aos homens, como, por exemplo, o direito ao voto, o direito de ocupar cargos de chefia e de participar de espaços de poder, o direito de estudar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quero dizer a v.exa que esse é um projeto de decreto de igual teor aos outros, e eu gostaria que a Mesa colocasse para tramitar em conjunto todos os projetos de decreto que estão tramitando sobre a matéria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mas não é só isso.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estive na cidade de Sobradinho neste final de semana, e o sr Terciso Redin me mostrou a sua indignação com a falta de segurança, após o roubo de  cabeças de gado de sua propriedade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graças à mente deles, hoje nós temos essa oportunidade de dialogar, oportunidade de divergir.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eu acho que as penas ainda não são adequadas à realidade do Brasil e do mundo em que estamos vivendo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registro o nosso repúdio à forma como o Governo de São Paulo tem agido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Desate, solte as rédeas deste País, para que a economia possa, realmente, produzir.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sr Presidente, gostaria de dar como lido pronunciamento que faço homenageando o Sargento Pereira, que me encaminhou um discurso sobre o tema, ao qual dá o título: Querem entregar o Brasil ao capital estrangeiro , do qual transcrevo alguns trechos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
É sempre melhor não criar nenhuma expectativa imediata e garantir a isenção absoluta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E a desorganização econômica do País, com desonerações, primeiro na indústria automobilística, depois na indústria branca, tirou bilhões de reais da economia e da receita pública dos Estados e Municípios.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Espero que, assim como os jovens, tenhamos mais negros e mais mulheres participando ativamente da juventude brasileira.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Por isso é importante que o TSE julgue este caso e afaste definitivamente esse cidadão da Prefeitura, para que o povo de Rio do Antônio possa ter na cidade uma administração digna e que seja condizente com os anseios e desejos da população.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mil e duzentas famílias!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anísio Teixeira, o maior pensador da educação no Brasil de todos os tempos, defendia, com ênfase, a priorização da escola pública.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De acordo com a ONG Human Rights Watch, mais de uma dúzia de países estão desenvolvendo armas letais autônomas e alguns protótipos já estão em uso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vou citar o exemplo das nossas emendas impositivas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nós temos que acabar com isso.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Com este veto ao Projeto de Lei nº , da Câmara, a Presidente da República criou um novo problema.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"É uma vergonha o que aconteceu: uma decisão monocrática, descabida, nula na essência.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A mulher já começa a presidir, antes de aprovar o dispositivo constitucional, nesta sexta-feira, Dia dos Namorados.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acabou a roubalheira.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Afinal de contas, eles precisam de treinamento para primeiros socorros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perdeu o controle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu queria aqui, portanto, prestar essa homenagem a ele, a sua querida esposa, D. Luzia, filha de Gerson.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enquanto isso, o Exército Brasileiro -  homens com tanque, numa verdadeira operação de guerra - está lá no Maranhão para desintrusar .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O difícil é diminuir o custeio da máquina de  Ministérios, para colocar numa estrada, para colocar num calçamento, para colocar numa praça, para fazer um açude, para fazer uma barragem, para concluir a transposição das águas do Rio São Francisco.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pessoas irresponsáveis, que nunca deram um prego pela democracia no País, agora acham que podem fazer baderna no grande Encontro Nacional do PT, partido democrático ao qual me filiei em , no Estado do Pará, mais precisamente no hoje Município de Medicilândia, região do Xingu, em Altamira, onde está sendo construída a maior hidrelétrica do Brasil, que vai produzir energia para  milhões de brasileiros, o que equivale à população da França.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sr Presidente, na segunda-feira, eu estava lendo o jornal O Globo , e, na capa, havia uma manchete que tratava de mais uma batalha que perdemos para o crack A maior causa de abandono de crianças e jovens, em todo o nosso Brasil, acontece devido a pais viciados, principalmente em crack Então, essa é mais uma batalha que perdemos de uma guerra que precisamos ganhar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eu sei que o empenho de todos é muito importante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agora, mais uma vez, com a reforma infraconstitucional, Presidenta Soraya Santos, continuamos sem garantir a representação daqueles que são os populares, porque, quando se define aqui que, com recursos próprios, pode-se ir até o limite de % do valor limitado total, significa dizer que aqueles que têm mais dinheiro vão ter muito mais condições de se eleger do que aqueles que são de candidaturas populares.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vilarejos imersos em tradição e história, como Santo Antônio de Lisboa e Ribeirão da Ilha, ainda resistem aos avanços da modernidade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nesta Casa, muitos e muitos Deputados têm compromisso com os ricos, com os grandes, e não com os trabalhadores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Concluo, sr Presidente, sr e sr Deputados, hipotecando todo o meu apoio e solidariedade aos promotores e participantes dos movimentos sociais pacíficos, ao tempo que repudio, com veemência, todo e qualquer ato de vandalismo e violência praticados por esses caras de pau, os black blocs sr Presidente, nobre Deputado Luiz Couto, sr e sr Deputados, senhores telespectadores da TV Câmara , depois da consagradora votação que caracterizou a aprovação da chamada PEC das Comarcas, na passada quarta-feira, já foi decidido pela Mesa que a matéria retornará ao segundo turno, no próximo dia  de março, quando se espera a reedição da estrondosa vitória que alcançou enorme repercussão perante a população brasileira, que já aguarda a nova deliberação, desde a passada Legislatura.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mencione-se, por oportuno, sr Presidente, que durante a Jornada da Juventude, congregando  milhões de pessoas, no mês de julho passado, Dom Orani demonstrou invulgar clarividência, organizando um certame para o qual convergiram as atenções do mundo inteiro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Obrigado, Deputado Moroni Torgan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nesta oportunidade, saudamos e parabenizamos todo o seu povo, dirigindo um abraço fraterno aos amigos, o Exmo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu queria, sr Presidente, fazer um apelo à Presidenta da República e também aos seus Ministros no sentido de que criem um site informando devidamente à população do Espírito Santo e de Minas Gerais sobre o índice de turbidez da água, o grau de concentração de metais pesados na água, no solo, para que a população possa se proteger.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ali, fomos recebidos pelo Prefeito da cidade e por um Vereador, uma liderança do nosso partido.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Em janeiro de , Frankie assumiu o cargo de Secretário-Adjunto de Segurança Penitenciária e, em quase  ano de trabalho, conseguiu os seguintes resultados: - separou os internos em suas celas e por regime; - conseguiu disponibilizar fardamentos aos internos; - fechou cantinas que existiam nas unidades prisionais e que eram fontes do tráfico e corrupção; - reduziu os homicídios em todo o sistema prisional do Maranhão: segundo dados de setembro de , quando se começou a trancar os internos - viviam todos soltos nos pavilhões -, oito foram mortos em todo o Estado, enquanto que, de janeiro a fevereiro de , quando participava da operação da Força Nacional, só em Pedrinhas houve  mortos; - reduziu, de forma considerável, o número de fugas em todos os presídios do Estado, por meio de adotar procedimentos diários de rotina prisional voltados à segurança; - incentivou a vista aos presos por parte de ONGs ligadas aos direitos humanos e a órgãos e autoridades judiciárias e legislativas federais e estaduais; - proporcionou treinamentos e recapacitação ao Grupo Especial de Operações Penitenciárias - GEOP, com cursos voltados à conscientização da importância do uso progressivo e seletivo da força e do respeito à dignidade da pessoa humana, inclusive na lida prisional; - buscou a aquisição de armamentos e equipamentos de proteção individual para os agentes penitenciários.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agora existe uma determinação, ligada à Secretaria de Direitos Humanos, de Dilma Rousseff, que foi publicada no Diário Oficial da União, dizendo que um menino que se sentir menina pode ir ao banheiro ou ao vestiário das mesmas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Queremos abrir a audiência a todos e todas que queiram ser ouvidos, pois, como vemos, a Paraíba precisa de ajuda para combater crimes que estão prescritos na própria Constituição Federal de , que traz preceitos antidiscriminatórios entre os quais pode-se destacar, a partir do reconhecimento de que o Brasil é um país de pluralidade étnico-racial, o respeito ao princípio da isonomia e da não discriminação, que tornou o crime de racismo inafiançável e imprescritível.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São muitos detalhes que estão no texto da lei.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E agora mais do que nunca, com essa proposta inicial a que nós tivemos acesso ontem, às  horas da noite, para discutir a legislação infraconstitucional.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu imaginei que o PSDB, com a derrota nas eleições passadas, tinha aprendido, nobre Deputado Waldenor Pereira.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Em , quando assumimos a gestão, a escola havia sido totalmente reconstruída.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Não dá.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São professores e professoras que, na maioria das vezes, nunca foram a Manaus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quero destacar também, nesta reforma infraconstitucional, Deputada Soraya Santos, a inovação de garantir o financiamento da campanha das mulheres.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falei com lideranças que representam o segmento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nós somos favoráveis à mudança da data de posse do Prefeito.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O assessor da Comissão de Pecuária de corte da Confederação Nacional de Agricultura - CNA, Paulo Sérgio Mustefaga, disse que o abigeato desestimula a pecuária brasileira, possibilitando a sonegação de impostos e a concorrência desleal, e causando riscos às exportações de carne, que, só no ano passado, alcançaram R$, bilhões.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"É preciso, portanto, que, diante de crimes ambientais da magnitude do que ocorreu no Vale do Rio Doce, todos os recursos decorrentes de multas ou punições, incluindo a criação de fundos, sejam revertidos, em sua totalidade, para as regiões afetadas, para acelerar a reestruturação dessas localidades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Que país duplicou a safra e tornou-se uma das economias agrícolas mais modernas e dinâmicas do mundo?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Então, os lotéricos merecem todo o respeito desta Casa, como o têm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A qualidade de vida do povo josefense está acima dos padrões brasileiros.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No Brasil, estamos perdendo algumas conquistas dos últimos anos e se agravam problemas como transporte público, moradia, empregos e o acesso à saúde e à educação pública em todos os níveis e modalidades.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Queremos dizer que a nossa tarefa de oposição, a tarefa partidária reafirmada na última convenção do PSDB é com o futuro, com a esperança, com a mudança, é com a construção de um caminho no qual o Brasil possa superar toda essa crise que se tem revelado e que tem, infelizmente, infelicitado a população com desemprego, aumento na conta de energia, aumento de impostos, corte nos direitos trabalhistas, enfim, com todos os tipos de desarranjo produzidos neste Governo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Rio Grande do Sul é o maior produtor do Brasil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Há também o Veto nº , sr Presidente, que trata da questão da extensão rural.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
É a maior emenda individual que Santo Ângelo recebeu de nossa lavra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tem, ainda, pesquisado o enriquecimento de alimentos por meio da correção do solo, e os resultados são o aumento de % no teor de selênio no feijão e de % no milho.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pode-sepensar em mudança.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queremos homenagear a Casa como um todo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sr Presidente, quero só saber se há consenso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aqui se trata de um setor fundamental, que é o do vinho, o da cachaça, e que nós precisamos desonerar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vou votar pela retirada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agora, talvez v.exa possa pensar, com a sua consultoria, sobre a coincidência das posses também para o primeiro dia útil para todo mundo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nessa seara, o estabelecimento de regras objetivas, claras, constantes e o distanciamento de debates políticos são medidas absolutamente necessárias e urgentes para que haja um fortalecimento do setor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se houver consenso, vota-se.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Como se resolve a seca?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Por isso, é importante aprovarmos a Emenda Aglutinativa nº .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fez-me lembrar da gestão de outro dirigente que por vários anos esteve à frente da CODEVASF, Dr. Airson Lócio, pela paixão e amor que eu senti no novo Presidente pelos destinos da empresa e seu papel institucional no Nordeste, no desenvolvimento dos Vales do São Francisco e do Parnaíba.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temos certeza de que nosso País continuará crescendo e se desenvolvendo de forma sustentável.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portanto, nós temos o destaque, e vamos trabalhar para que isso neste segundo turno não seja aprovado e possamos corrigir o que na primeira votação o Parlamento indicou que deveria ser feito.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Presidenta Dilma faz um esforço titânico - e está correta ao fazê-lo - ao reagir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sr Presidente, sr e sr Deputados e todos e todas que assistem a esta sessão ou nela trabalham: A despeito do boicote violento da imprensa, que tem como fim proteger o Governador do meu Estado, sr Geraldo Alckmin, é de conhecimento de todos e todas que a rede estadual de ensino de São Paulo se encontra em greve desde o dia  de março, portanto há quase  meses consecutivos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quero dizer que eu e a Deputada Benedita estivemos, na semana passada, com a Presidenta da Caixa, nossa companheira Miriam Belchior, e tratamos dessa questão.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minas Gerais se destaca ainda pela produção nacional de milho, ovos, tomate, frutas e hortaliças.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Temos um grande acontecimento neste ano, que é a Copa do Mundo, e precisamos aproveitar esses momentos para receber bem o turista, porque depois ele vai lá fora fazer propaganda, volta, e assim o turismo cresce.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A ABIN constitui-se em órgão de Estado permanente, apartidário e apolítico.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ou seja, a Presidente criou um novo problema, porque agora o teto do funcionalismo vai ser elevado a  mil reais, e magnificou o velho problema, que é exatamente essa injustiça que estão fazendo com os servidores do Poder Judiciário Federal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mas não!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O chamado PPE foi uma proposta do movimento sindical, incluindo o DIEESE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
